#{"t_start": 1620663403.6765835, "env_id": "SuperMarioBros-1-1-v0"}
r,l,t
111.0,154,2108.239732
30.0,33,2108.554915
30.0,33,2108.868053
76.0,94,2109.745241
163.0,174,2111.389462
30.0,35,2111.717579
76.0,87,2112.548367
164.0,177,2114.222332
32.0,35,2114.54947
153.0,212,2116.558122
70.0,80,2117.320089
89.0,95,2118.220749
130.0,178,2119.921432
37.0,40,2120.295447
123.0,198,2122.17394
33.0,36,2122.506051
83.0,90,2123.348884
96.0,113,2124.453958
135.0,143,2125.816679
166.0,204,2127.776787
195.0,281,2130.444134
37.0,40,2130.827139
101.0,161,2132.350482
153.0,196,2134.20708
116.0,154,2135.669713
147.0,184,2137.401265
86.0,92,2138.26444
92.0,100,2139.213
186.0,270,2141.786638
99.0,107,2142.809453
35.0,38,2143.161589
80.0,94,2144.048395
90.0,94,2144.947052
37.0,40,2145.325116
34.0,37,2145.660701
87.0,98,2146.586913
95.0,102,2147.551873
37.0,40,2147.926898
40.0,43,2148.334358
98.0,106,2149.330707
98.0,114,2150.400873
37.0,40,2150.774883
167.0,263,2153.266114
114.0,160,2154.778395
38.0,44,2155.177732
37.0,40,2155.551295
183.0,268,2158.134424
146.0,220,2160.226603
89.0,115,2161.320151
122.0,165,2162.897007
32.0,38,2163.256066
160.0,200,2165.16735
190.0,229,2167.32834
89.0,101,2168.289757
96.0,145,2169.671214
85.0,234,2171.888333
26.0,29,2172.171606
28.0,31,2172.460831
70.0,76,2173.178883
146.0,296,2175.988051
151.0,219,2178.084013
91.0,133,2179.347708
67.0,110,2180.380848
80.0,137,2181.693962
155.0,223,2183.796929
27.0,30,2184.078158
111.0,215,2186.117368
71.0,74,2186.814038
77.0,87,2187.633352
65.0,68,2188.30057
70.0,78,2189.041156
27.0,32,2189.335386
29.0,34,2189.656558
29.0,32,2189.952806
153.0,166,2191.514847
58.0,61,2192.097295
114.0,154,2193.548547
71.0,82,2194.323467
27.0,30,2194.607367
32.0,35,2194.940477
171.0,194,2196.772885
73.0,81,2197.536524
27.0,30,2197.81875
69.0,72,2198.491539
72.0,75,2199.202637
78.0,94,2200.102025
180.0,198,2201.997534
164.0,217,2204.062431
145.0,201,2205.979364
93.0,151,2207.422702
37.0,40,2207.801222
37.0,40,2208.181325
37.0,40,2208.55439
37.0,40,2208.939333
190.0,210,2210.928187
37.0,40,2211.301225
115.0,149,2212.739448
31.0,34,2213.057646
37.0,40,2213.42965
150.0,222,2215.54918
145.0,171,2217.183508
93.0,156,2218.658592
84.0,172,2220.287692
30.0,33,2220.608806
76.0,176,2222.255419
116.0,219,2224.330757
81.0,200,2226.221809
86.0,145,2227.604817
27.0,30,2227.890036
33.0,36,2228.221182
120.0,131,2229.451894
27.0,30,2229.73667
28.0,31,2230.023903
28.0,31,2230.325132
91.0,131,2231.572011
28.0,31,2231.859253
144.0,233,2234.074011
36.0,39,2234.433159
29.0,32,2234.739324
30.0,33,2235.039521
35.0,38,2235.398638
30.0,33,2235.710804
151.0,201,2237.626553
93.0,101,2238.583972
97.0,113,2239.657178
90.0,95,2240.560791
227.0,239,2242.820136
101.0,166,2244.39435
98.0,108,2245.402696
37.0,40,2245.792737
37.0,40,2246.16771
171.0,232,2248.373806
97.0,125,2249.558296
98.0,164,2251.116223
170.0,261,2253.612944
97.0,103,2254.57846
39.0,46,2255.010304
167.0,242,2257.315888
35.0,38,2257.664953
37.0,40,2258.043945
38.0,46,2258.482368
102.0,140,2259.817472
35.0,38,2260.169551
34.0,38,2260.532608
91.0,100,2261.480075
87.0,90,2262.343308
114.0,151,2263.78805
230.0,295,2266.610472
93.0,152,2268.043964
95.0,221,2270.148453
35.0,38,2270.494555
87.0,96,2271.396807
98.0,114,2272.46676
36.0,39,2272.82779
161.0,220,2274.903287
37.0,40,2275.274275
36.0,39,2275.63531
40.0,43,2276.036307
37.0,40,2276.413526
36.0,39,2276.779539
152.0,290,2279.529362
37.0,40,2279.904889
37.0,40,2280.278019
36.0,39,2280.651025
37.0,40,2281.029012
37.0,40,2281.402984
37.0,40,2281.779512
36.0,39,2282.147549
37.0,40,2282.541469
35.0,38,2282.890536
88.0,93,2283.76702
98.0,166,2285.348294
27.0,30,2285.630579
142.0,152,2287.070923
98.0,233,2289.289687
156.0,220,2291.371081
34.0,37,2291.726665
126.0,199,2293.599262
90.0,109,2294.62262
37.0,40,2294.997647
98.0,224,2297.140794
77.0,84,2297.937737
34.0,37,2298.284819
37.0,40,2298.655878
35.0,38,2299.015928
156.0,276,2301.640599
37.0,40,2302.012131
170.0,197,2303.884852
37.0,40,2304.261839
104.0,116,2305.372919
158.0,226,2307.520717
92.0,97,2308.433961
169.0,222,2310.550975
165.0,198,2312.447049
37.0,40,2312.819055
36.0,39,2313.184227
207.0,245,2315.514981
84.0,100,2316.468031
130.0,192,2318.286745
85.0,103,2319.268221
37.0,40,2319.640228
37.0,40,2320.015195
37.0,40,2320.388225
37.0,40,2320.761943
37.0,40,2321.14492
103.0,166,2322.707393
98.0,102,2323.670837
102.0,135,2324.933568
98.0,149,2326.336877
37.0,40,2326.713857
37.0,40,2327.087943
37.0,40,2327.475438
37.0,40,2327.854992
37.0,40,2328.232503
37.0,40,2328.608498
37.0,40,2328.9815
36.0,39,2329.346679
115.0,414,2333.287061
34.0,37,2333.631625
37.0,40,2334.011646
37.0,40,2334.38872
36.0,39,2334.753759
96.0,161,2336.270053
34.0,37,2336.626454
36.0,39,2336.993467
36.0,39,2337.351515
36.0,39,2337.714542
36.0,39,2338.082559
36.0,39,2338.465589
37.0,40,2338.845609
35.0,38,2339.191811
37.0,40,2339.565783
36.0,39,2339.93486
35.0,38,2340.294933
93.0,178,2341.982616
37.0,40,2342.357226
97.0,124,2343.5356
37.0,40,2343.915116
37.0,40,2344.294148
103.0,167,2345.890145
36.0,39,2346.245196
37.0,40,2346.621081
93.0,154,2348.095784
36.0,39,2348.465247
37.0,40,2348.844305
37.0,40,2349.221324
37.0,40,2349.590338
95.0,164,2351.143338
37.0,40,2351.521933
90.0,172,2353.152695
37.0,40,2353.529659
96.0,144,2354.914062
37.0,40,2355.292113
37.0,40,2355.669613
93.0,229,2357.848984
37.0,40,2358.229935
120.0,227,2360.418225
37.0,40,2360.797995
36.0,39,2361.168848
37.0,40,2361.604813
37.0,40,2361.884423
37.0,40,2362.168075
37.0,40,2362.445283
37.0,40,2362.725087
100.0,180,2364.496909
99.0,185,2366.259902
34.0,37,2366.611529
37.0,40,2366.986531
99.0,252,2369.37079
156.0,197,2371.252594
37.0,40,2371.625624
36.0,39,2371.986247
36.0,39,2372.346286
37.0,40,2372.719303
105.0,194,2374.551955
37.0,40,2374.92396
96.0,168,2376.51369
37.0,40,2376.900655
37.0,40,2377.273021
36.0,39,2377.62874
95.0,106,2378.633848
37.0,40,2379.008892
33.0,38,2379.363944
122.0,161,2380.89754
93.0,139,2382.217895
37.0,40,2382.596442
32.0,37,2382.945553
37.0,40,2383.318562
37.0,40,2383.701537
37.0,40,2384.076562
98.0,109,2385.089825
37.0,40,2385.46146
37.0,40,2385.846404
37.0,40,2386.221428
37.0,40,2386.602651
37.0,40,2386.978984
37.0,40,2387.354972
36.0,39,2387.726982
39.0,42,2388.130779
37.0,40,2388.515811
33.0,36,2388.85505
36.0,39,2389.229081
35.0,38,2389.58039
201.0,246,2391.940244
37.0,40,2392.31694
37.0,40,2392.694704
37.0,40,2393.079741
36.0,39,2393.450948
164.0,223,2395.597724
37.0,40,2395.974542
37.0,40,2396.362855
36.0,39,2396.732493
37.0,40,2397.109411
37.0,40,2397.491041
36.0,39,2397.860613
37.0,40,2398.23561
37.0,40,2398.611605
36.0,39,2398.978636
153.0,168,2400.572112
37.0,40,2400.949107
168.0,347,2404.253672
37.0,40,2404.628218
93.0,178,2406.304058
37.0,40,2406.677004
37.0,40,2407.0611
37.0,40,2407.437127
37.0,40,2407.811682
37.0,40,2408.183776
96.0,266,2410.694846
37.0,40,2411.068846
37.0,40,2411.440823
36.0,39,2411.812952
29.0,32,2412.123098
37.0,40,2412.50512
123.0,195,2414.36226
36.0,39,2414.733293
37.0,40,2415.112275
89.0,144,2416.471503
120.0,213,2418.488687
36.0,39,2418.855719
82.0,90,2419.709972
142.0,170,2421.315222
36.0,39,2421.692237
36.0,39,2422.060784
98.0,121,2423.208863
37.0,40,2423.588864
37.0,40,2423.959063
37.0,40,2424.335663
36.0,39,2424.700689
30.0,33,2424.997867
34.0,37,2425.354932
37.0,40,2425.72592
37.0,40,2426.110481
122.0,228,2428.283335
37.0,40,2428.661382
32.0,35,2428.993523
33.0,36,2429.335085
137.0,269,2431.874211
88.0,150,2433.29151
28.0,31,2433.592695
87.0,100,2434.53469
83.0,86,2435.345444
35.0,38,2435.696554
35.0,38,2436.057113
33.0,36,2436.391244
35.0,38,2436.747625
32.0,37,2437.087715
84.0,91,2437.945433
91.0,101,2438.902575
96.0,109,2439.938979
36.0,39,2440.311035
37.0,40,2440.689991
104.0,175,2442.344589
37.0,40,2442.717089
78.0,82,2443.506022
32.0,37,2443.851581
31.0,34,2444.190699
36.0,39,2444.562728
37.0,40,2444.937725
87.0,127,2446.13027
36.0,39,2446.508307
37.0,40,2446.886545
96.0,158,2448.38055
95.0,162,2449.928089
36.0,39,2450.300097
40.0,44,2450.7039
35.0,38,2451.068044
37.0,40,2451.440049
37.0,40,2451.81465
37.0,40,2452.190089
37.0,40,2452.561095
35.0,38,2452.920131
80.0,100,2453.868243
37.0,40,2454.238767
37.0,40,2454.615759
37.0,40,2454.995274
91.0,134,2456.25194
39.0,43,2456.660401
79.0,83,2457.444342
106.0,158,2458.956968
110.0,191,2460.785246
37.0,40,2461.159251
36.0,39,2461.52429
94.0,129,2462.739193
31.0,34,2463.056786
37.0,40,2463.428856
99.0,192,2465.261555
37.0,40,2465.641078
39.0,42,2466.047016
91.0,102,2467.00446
37.0,40,2467.377462
32.0,37,2467.723536
199.0,275,2470.338566
37.0,40,2470.713624
37.0,40,2471.08918
93.0,105,2472.080262
32.0,37,2472.437319
33.0,38,2472.790545
37.0,40,2473.160627
97.0,119,2474.293786
37.0,40,2474.667785
37.0,40,2475.039237
37.0,40,2475.410214
154.0,193,2477.259085
35.0,38,2477.608168
99.0,153,2479.069588
37.0,40,2479.446227
37.0,40,2479.820228
37.0,40,2480.199698
37.0,40,2480.572728
36.0,41,2480.95422
37.0,40,2481.328244
157.0,214,2483.355334
37.0,40,2483.729336
35.0,38,2484.087402
37.0,40,2484.462451
37.0,40,2484.83696
37.0,40,2485.218934
37.0,40,2485.588951
169.0,230,2487.772927
37.0,40,2488.14895
35.0,38,2488.498015
37.0,40,2488.87102
155.0,246,2491.199053
37.0,40,2491.576049
37.0,40,2491.956534
37.0,40,2492.345495
37.0,40,2492.719553
37.0,40,2493.095081
37.0,40,2493.470115
99.0,134,2494.733508
102.0,129,2495.947851
36.0,39,2496.318887
77.0,81,2497.0762
37.0,40,2497.451197
36.0,39,2497.823211
161.0,195,2499.688813
95.0,108,2500.701248
37.0,40,2501.083732
33.0,36,2501.428865
40.0,43,2501.825803
79.0,82,2502.602753
99.0,119,2503.71895
37.0,41,2504.114863
111.0,183,2505.852246
29.0,32,2506.158497
88.0,114,2507.226225
34.0,37,2507.58923
103.0,116,2508.691322
37.0,40,2509.069312
117.0,167,2510.650313
82.0,87,2511.48313
37.0,40,2511.860122
37.0,40,2512.248374
37.0,40,2512.625423
82.0,85,2513.432047
163.0,309,2516.384539
35.0,38,2516.739616
37.0,42,2517.137549
36.0,39,2517.494641
37.0,40,2517.869699
37.0,40,2518.242703
37.0,40,2518.614884
37.0,40,2518.992444
37.0,40,2519.374467
37.0,40,2519.745474
37.0,40,2520.121486
161.0,203,2522.046936
91.0,95,2522.941625
39.0,42,2523.329593
37.0,40,2523.709152
37.0,40,2524.090104
93.0,107,2525.107384
34.0,37,2525.447499
36.0,39,2525.81851
40.0,43,2526.222907
94.0,102,2527.185372
37.0,41,2527.567347
83.0,86,2528.387727
30.0,33,2528.70584
158.0,199,2530.604679
37.0,40,2530.99266
37.0,40,2531.37125
89.0,162,2532.886363
37.0,40,2533.263362
36.0,39,2533.627441
37.0,40,2534.002435
37.0,40,2534.382419
37.0,40,2534.757417
85.0,88,2535.590245
101.0,158,2537.06551
120.0,178,2538.761443
102.0,135,2540.050537
37.0,40,2540.433127
37.0,40,2540.806635
37.0,40,2541.179637
37.0,40,2541.55264
37.0,40,2541.92664
96.0,136,2543.216895
38.0,42,2543.603861
96.0,141,2544.942214
36.0,39,2545.297292
121.0,206,2547.264687
37.0,40,2547.637714
37.0,40,2548.012253
37.0,40,2548.387345
37.0,40,2548.76334
37.0,40,2549.146863
37.0,40,2549.520913
35.0,38,2549.869979
99.0,107,2550.885311
33.0,36,2551.222415
40.0,44,2551.640908
37.0,40,2552.01248
166.0,229,2554.176031
37.0,40,2554.556015
37.0,40,2554.931042
36.0,39,2555.295072
97.0,104,2556.28772
189.0,205,2558.234265
37.0,40,2558.622228
186.0,251,2561.011979
37.0,40,2561.384573
83.0,87,2562.207889
35.0,38,2562.553103
40.0,43,2562.968021
98.0,152,2564.400365
95.0,100,2565.357855
37.0,40,2565.736891
130.0,218,2567.82004
100.0,109,2568.8637
149.0,172,2570.493943
35.0,38,2570.850014
37.0,40,2571.22011
37.0,40,2571.594112
37.0,40,2571.979142
33.0,36,2572.320729
201.0,255,2574.755808
92.0,112,2575.802064
164.0,182,2577.540667
38.0,45,2577.964616
166.0,222,2580.08305
37.0,40,2580.456163
36.0,39,2580.823181
97.0,100,2581.772412
201.0,247,2584.120816
102.0,126,2585.301677
37.0,40,2585.687722
95.0,143,2587.051902
157.0,173,2588.721571
35.0,38,2589.069694
37.0,40,2589.446797
36.0,39,2589.823997
102.0,117,2590.921721
98.0,113,2592.001927
37.0,40,2592.373931
37.0,40,2592.74757
37.0,40,2593.112764
102.0,118,2594.209027
37.0,40,2594.579018
37.0,40,2594.945173
37.0,40,2595.315121
96.0,106,2596.292126
37.0,40,2596.664662
37.0,40,2597.033154
91.0,121,2598.150078
37.0,40,2598.520109
37.0,40,2598.890092
123.0,168,2600.484462
159.0,253,2602.831831
36.0,39,2603.194934
39.0,45,2603.610016
157.0,241,2605.855558
122.0,156,2607.296796
103.0,115,2608.35571
40.0,44,2608.762114
88.0,105,2609.730611
36.0,39,2610.091665
97.0,115,2611.158848
126.0,167,2612.707762
93.0,102,2613.657724
190.0,269,2616.167794
40.0,44,2616.559747
28.0,31,2616.854958
86.0,90,2617.689775
37.0,40,2618.056398
198.0,270,2620.594904
104.0,111,2621.61921
153.0,218,2623.639492
124.0,178,2625.307091
101.0,156,2626.761496
85.0,106,2627.745878
33.0,36,2628.085069
35.0,39,2628.437128
39.0,43,2628.832432
105.0,165,2630.370484
101.0,174,2631.992431
151.0,226,2634.1003
36.0,39,2634.45996
149.0,220,2636.519652
83.0,95,2637.402567
81.0,101,2638.329844
205.0,258,2640.750052
168.0,241,2642.992969
155.0,208,2644.926808
37.0,40,2645.292912
37.0,40,2645.659017
156.0,229,2647.786128
85.0,101,2648.717275
265.0,385,2652.328451
196.0,278,2654.929593
156.0,291,2657.614428
84.0,95,2658.497174
171.0,278,2661.087429
37.0,40,2661.456502
194.0,248,2663.748533
36.0,39,2664.105599
168.0,190,2665.879534
32.0,35,2666.199322
37.0,40,2666.570374
198.0,271,2669.113206
97.0,165,2670.650393
189.0,261,2673.096875
36.0,39,2673.441933
120.0,290,2676.136003
87.0,113,2677.190194
37.0,40,2677.559268
89.0,105,2678.524585
96.0,116,2679.59792
35.0,38,2679.951973
122.0,171,2681.542394
37.0,40,2681.912377
37.0,40,2682.280454
34.0,37,2682.613069
36.0,39,2682.972109
37.0,40,2683.340189
36.0,39,2683.705242
94.0,108,2684.721282
37.0,40,2685.092619
81.0,92,2685.94337
33.0,36,2686.270165
107.0,153,2687.698014
145.0,196,2689.523741
121.0,187,2691.256328
37.0,42,2691.651295
91.0,111,2692.671071
35.0,38,2693.027154
128.0,201,2694.896869
126.0,176,2696.538072
158.0,224,2698.636691
191.0,229,2700.791708
98.0,121,2701.910427
197.0,261,2704.403287
95.0,112,2705.45267
106.0,189,2707.229578
36.0,39,2707.591133
115.0,136,2708.861234
37.0,40,2709.234303
37.0,40,2709.606281
228.0,326,2712.681496
82.0,86,2713.494511
143.0,177,2715.141699
31.0,34,2715.454833
84.0,97,2716.34652
33.0,36,2716.67083
73.0,88,2717.490746
138.0,171,2719.075473
94.0,152,2720.503429
25.0,28,2720.754844
69.0,72,2721.426152
150.0,218,2723.455702
92.0,107,2724.446616
81.0,99,2725.34478
25.0,28,2725.604083
75.0,82,2726.35225
126.0,182,2728.056587
34.0,37,2728.392761
37.0,40,2728.758813
176.0,295,2731.498761
121.0,138,2732.79879
89.0,118,2733.886953
30.0,33,2734.195157
116.0,192,2735.965864
27.0,30,2736.246323
28.0,31,2736.540535
32.0,35,2736.861701
68.0,85,2737.646175
27.0,30,2737.921004
27.0,30,2738.199256
72.0,76,2738.897001
27.0,30,2739.175284
30.0,33,2739.468516
27.0,30,2739.746847
27.0,30,2740.024101
77.0,121,2741.164584
28.0,31,2741.448799
130.0,143,2742.767892
67.0,70,2743.413178
32.0,37,2743.763748
126.0,142,2745.073722
115.0,178,2746.739464
29.0,32,2747.026695
146.0,170,2748.614515
84.0,91,2749.458357
156.0,276,2752.034122
118.0,159,2753.502805
28.0,31,2753.799013
239.0,295,2756.549131
63.0,66,2757.155515
92.0,97,2758.054107
80.0,150,2759.453717
117.0,144,2760.802712
30.0,33,2761.114877
72.0,81,2761.865092
30.0,33,2762.159316
157.0,165,2763.707237
115.0,149,2765.098746
26.0,29,2765.367029
71.0,74,2766.054828
26.0,29,2766.321388
30.0,33,2766.615671
28.0,31,2766.893927
31.0,34,2767.207094
155.0,231,2769.364101
97.0,150,2770.766331
131.0,259,2773.18137
82.0,90,2774.016861
32.0,35,2774.342541
73.0,79,2775.076681
85.0,93,2775.933469
81.0,89,2776.742395
181.0,194,2778.549142
37.0,40,2778.919198
95.0,111,2779.946468
83.0,101,2780.899481
33.0,36,2781.229601
79.0,89,2782.054548
91.0,171,2783.639586
181.0,205,2785.547561
96.0,104,2786.514342
92.0,95,2787.383034
91.0,109,2788.384608
167.0,201,2790.268646
117.0,166,2791.813099
108.0,129,2793.024139
101.0,165,2794.565109
39.0,45,2794.974061
205.0,236,2797.183831
98.0,118,2798.265116
190.0,250,2800.601029
99.0,109,2801.615394
82.0,101,2802.549567
37.0,40,2802.918064
37.0,40,2803.288105
200.0,210,2805.242241
97.0,111,2806.282137
168.0,242,2808.535821
33.0,36,2808.864944
204.0,267,2811.350981
36.0,39,2811.698053
37.0,40,2812.074047
37.0,40,2812.451572
37.0,40,2812.818587
133.0,168,2814.388711
163.0,172,2815.985642
120.0,210,2817.936621
116.0,157,2819.40587
37.0,40,2819.774897
100.0,186,2821.487114
89.0,152,2822.87921
98.0,103,2823.835768
97.0,147,2825.187842
93.0,97,2826.087065
184.0,286,2828.754812
134.0,156,2830.202222
164.0,196,2832.046984
140.0,226,2834.169966
94.0,102,2835.111952
99.0,109,2836.118315
37.0,40,2836.49024
175.0,199,2838.342892
170.0,256,2840.711384
105.0,112,2841.749639
97.0,121,2842.868918
37.0,40,2843.232432
121.0,164,2844.7828
40.0,44,2845.184805
40.0,44,2845.592685
36.0,39,2845.953768
98.0,105,2846.918801
126.0,170,2848.507453
97.0,114,2849.555794
121.0,186,2851.293263
106.0,116,2852.357405
103.0,163,2853.855544
36.0,39,2854.217116
105.0,171,2855.799995
105.0,156,2857.250273
159.0,172,2858.83825
106.0,175,2860.470381
37.0,40,2860.837408
135.0,223,2862.909021
37.0,40,2863.272103
37.0,40,2863.642139
37.0,40,2864.009717
37.0,40,2864.377337
37.0,40,2864.747381
36.0,39,2865.094209
37.0,40,2865.462261
96.0,166,2867.009789
107.0,181,2868.691329
37.0,40,2869.056382
164.0,183,2870.755332
158.0,300,2873.526275
37.0,40,2873.895391
205.0,245,2876.174915
37.0,40,2876.548366
119.0,158,2878.029961
36.0,39,2878.390001
37.0,40,2878.758551
37.0,40,2879.129534
37.0,40,2879.50057
37.0,40,2879.871642
37.0,40,2880.237666
103.0,294,2882.971354
97.0,127,2884.131445
37.0,40,2884.499546
37.0,40,2884.867744
37.0,40,2885.235923
97.0,208,2887.158419
93.0,96,2888.049101
37.0,40,2888.415168
37.0,40,2888.782794
37.0,40,2889.150859
37.0,40,2889.51586
36.0,40,2889.886469
82.0,101,2890.813035
37.0,40,2891.181621
165.0,195,2893.009775
97.0,109,2894.019773
98.0,155,2895.454145
206.0,221,2897.509425
37.0,40,2897.875084
37.0,40,2898.242148
37.0,40,2898.608736
151.0,214,2900.607654
37.0,40,2900.976743
37.0,40,2901.349752
37.0,40,2901.717796
37.0,40,2902.088804
36.0,39,2902.448593
166.0,198,2904.287287
37.0,40,2904.659154
165.0,189,2906.412656
37.0,40,2906.784216
37.0,40,2907.148215
160.0,232,2909.306126
37.0,40,2909.674155
104.0,177,2911.329063
87.0,90,2912.160864
37.0,40,2912.529461
34.0,37,2912.863184
105.0,162,2914.383188
161.0,229,2916.501166
94.0,97,2917.405583
216.0,251,2919.75354
158.0,184,2921.464127
37.0,40,2921.831172
217.0,243,2924.105031
30.0,33,2924.41923
37.0,40,2924.788334
91.0,94,2925.663132
239.0,299,2928.448611
208.0,326,2931.492991
159.0,249,2933.812992
40.0,44,2934.206674
94.0,104,2935.162108
34.0,37,2935.506212
32.0,35,2935.825363
35.0,38,2936.167419
91.0,94,2937.036493
493.0,546,2942.124923
34.0,37,2942.470035
117.0,151,2943.876308
127.0,183,2945.56671
101.0,112,2946.60521
104.0,112,2947.634855
237.0,247,2949.944948
483.0,555,2955.10162
215.0,300,2957.921772
37.0,40,2958.288819
120.0,174,2959.912927
37.0,40,2960.278986
37.0,40,2960.646993
99.0,169,2962.216037
38.0,41,2962.588648
40.0,44,2962.99556
94.0,124,2964.145911
37.0,40,2964.513955
173.0,265,2966.979738
95.0,103,2967.934784
95.0,102,2968.874651
192.0,195,2970.696051
193.0,297,2973.474448
38.0,44,2973.88336
167.0,266,2976.348561
158.0,177,2978.009501
37.0,40,2978.37652
37.0,40,2978.745547
204.0,218,2980.769315
38.0,41,2981.153299
122.0,160,2982.642784
120.0,204,2984.533853
37.0,40,2984.898907
35.0,38,2985.251502
94.0,122,2986.376565
37.0,40,2986.745564
37.0,40,2987.11358
37.0,40,2987.479674
96.0,103,2988.449083
167.0,309,2991.311036
119.0,185,2993.027619
120.0,178,2994.672923
197.0,339,2997.82709
37.0,40,2998.197072
106.0,112,2999.238456
156.0,247,3001.541022
37.0,40,3001.90821
97.0,116,3002.986021
37.0,40,3003.353069
36.0,39,3003.71216
37.0,40,3004.087691
201.0,271,3006.617427
37.0,40,3006.984013
98.0,110,3007.996339
125.0,174,3009.62839
133.0,178,3011.286712
200.0,246,3013.575897
33.0,36,3013.906883
162.0,182,3015.60056
37.0,40,3015.965693
37.0,40,3016.332703
36.0,39,3016.693723
126.0,168,3018.264585
166.0,232,3020.432399
37.0,40,3020.790981
134.0,190,3022.561477
98.0,106,3023.546913
92.0,117,3024.631087
198.0,285,3027.279193
167.0,190,3029.038618
123.0,184,3030.753762
114.0,156,3032.201545
98.0,108,3033.191961
40.0,44,3033.59797
142.0,188,3035.348052
169.0,179,3037.026684
159.0,272,3039.551909
210.0,450,3043.708761
167.0,230,3045.849725
37.0,40,3046.215799
91.0,94,3047.093047
107.0,170,3048.68235
37.0,40,3049.04738
202.0,308,3051.908838
37.0,40,3052.287852
40.0,44,3052.69495
37.0,40,3053.05956
129.0,174,3054.680902
97.0,108,3055.692268
87.0,108,3056.689827
150.0,227,3058.816421
37.0,40,3059.185437
165.0,269,3061.671993
37.0,40,3062.037035
293.0,320,3065.055176
117.0,218,3067.099869
95.0,100,3068.037409
37.0,40,3068.414566
168.0,183,3070.131715
37.0,40,3070.501309
35.0,38,3070.849964
30.0,33,3071.161105
172.0,228,3073.28054
37.0,40,3073.647567
40.0,43,3074.045542
99.0,113,3075.0948
168.0,219,3077.113616
40.0,44,3077.516548
98.0,118,3078.606683
169.0,239,3080.82629
159.0,218,3082.828245
104.0,140,3084.134345
97.0,116,3085.204104
122.0,180,3086.88975
95.0,118,3087.981827
162.0,216,3089.976501
108.0,175,3091.605203
126.0,217,3093.62851
90.0,109,3094.627371
40.0,46,3095.053795
187.0,293,3097.755812
37.0,40,3098.125885
80.0,88,3098.945262
37.0,40,3099.314293
201.0,207,3101.245065
40.0,43,3101.64506
148.0,152,3103.045384
34.0,37,3103.39458
34.0,37,3103.729278
37.0,40,3104.101391
35.0,38,3104.453446
86.0,96,3105.341269
199.0,294,3108.068072
215.0,263,3110.515279
157.0,218,3112.542487
36.0,41,3112.916051
33.0,36,3113.242327
32.0,35,3113.565512
37.0,40,3113.935523
37.0,40,3114.304619
33.0,36,3114.626801
95.0,111,3115.666209
37.0,40,3116.042239
93.0,98,3116.949453
37.0,40,3117.317072
36.0,39,3117.678121
158.0,185,3119.398765
191.0,226,3121.492887
89.0,107,3122.494319
84.0,151,3123.892937
163.0,262,3126.331709
37.0,40,3126.696731
31.0,34,3127.015393
157.0,215,3129.021155
100.0,121,3130.129712
87.0,106,3131.095917
79.0,98,3132.011442
97.0,105,3132.998565
211.0,260,3135.409477
37.0,40,3135.772074
160.0,195,3137.57991
99.0,157,3139.031307
155.0,195,3140.856197
37.0,40,3141.226229
116.0,153,3142.658988
154.0,308,3145.522677
92.0,95,3146.402014
32.0,35,3146.719239
36.0,43,3147.108713
149.0,193,3148.921389
37.0,40,3149.286925
111.0,151,3150.680891
37.0,40,3151.050047
37.0,40,3151.415098
39.0,43,3151.811045
99.0,106,3152.784869
36.0,39,3153.144051
37.0,40,3153.514033
200.0,251,3155.850135
195.0,239,3158.066716
32.0,35,3158.387218
95.0,110,3159.400505
167.0,207,3161.334871
35.0,38,3161.693911
151.0,200,3163.588179
38.0,42,3163.977112
156.0,173,3165.598596
104.0,113,3166.637873
37.0,40,3167.00789
87.0,101,3167.93411
212.0,246,3170.234206
35.0,38,3170.578321
38.0,46,3170.995297
37.0,40,3171.362325
100.0,107,3172.358466
113.0,148,3173.724828
159.0,168,3175.290388
161.0,182,3176.983279
163.0,194,3178.788564
158.0,221,3180.856567
40.0,43,3181.257563
159.0,205,3183.157613
92.0,102,3184.091624
34.0,37,3184.436766
37.0,40,3184.803785
169.0,210,3186.755135
94.0,108,3187.751044
93.0,102,3188.691478
99.0,107,3189.677404
128.0,173,3191.291843
37.0,40,3191.660893
92.0,114,3192.717378
168.0,198,3194.565627
187.0,217,3196.602285
121.0,165,3198.13777
206.0,244,3200.396028
95.0,103,3201.35121
163.0,239,3203.568576
37.0,40,3203.936627
38.0,41,3204.309632
162.0,248,3206.63869
35.0,38,3206.979842
151.0,200,3208.845582
119.0,145,3210.203654
236.0,260,3212.650462
37.0,40,3213.018695
37.0,40,3213.388678
104.0,162,3214.913234
40.0,43,3215.305181
34.0,39,3215.667854
37.0,40,3216.035923
98.0,115,3217.10222
236.0,275,3219.686577
151.0,183,3221.398136
95.0,151,3222.789475
37.0,40,3223.156492
192.0,229,3225.290118
174.0,214,3227.26712
85.0,112,3228.323103
96.0,102,3229.263659
35.0,41,3229.634685
92.0,124,3230.786674
98.0,114,3231.83464
37.0,40,3232.202629
40.0,43,3232.598598
95.0,98,3233.49887
106.0,157,3234.96666
159.0,186,3236.697362
32.0,35,3237.019047
37.0,40,3237.385139
35.0,38,3237.722268
86.0,102,3238.670882
100.0,126,3239.830922
34.0,37,3240.165256
116.0,172,3241.767222
34.0,37,3242.105335
34.0,37,3242.451437
154.0,161,3243.963997
37.0,40,3244.343996
158.0,280,3246.94275
97.0,120,3248.060881
